epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
32,3170.51,1.43232,1.48947,1.77803,0.85116,0.76377,0.83568,0.45073,1.00999,1.92982,1.09131,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,3269.43,1.42587,1.46537,1.76847,0.84393,0.78072,0.82661,0.45923,0.98425,2.29436,1.07256,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,3369.6,1.42207,1.46781,1.76797,0.83437,0.77377,0.84222,0.46831,0.95987,2.48473,1.06014,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,3465.96,1.41414,1.44513,1.75626,0.8574,0.73623,0.8252,0.44886,1.00371,2.12062,1.08244,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3563.33,1.40912,1.42346,1.75535,0.83769,0.74353,0.8219,0.44388,1.04725,2.92872,1.11162,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3660.66,1.40361,1.42756,1.74794,0.82999,0.78091,0.83537,0.46907,0.97349,2.4357,1.059,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3760.63,1.39571,1.40837,1.73915,0.84143,0.78814,0.83982,0.46661,0.94515,1.84591,1.04653,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,3854.58,1.40367,1.40661,1.75304,0.85835,0.77754,0.84396,0.49027,0.93202,2.15993,1.03127,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,3955.88,1.39595,1.39784,1.73422,0.86964,0.77119,0.84278,0.49477,0.9317,2.51955,1.02397,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4054.01,1.37626,1.37943,1.72504,0.85768,0.78919,0.84253,0.47772,0.96775,1.8147,1.04446,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4150.1,1.3942,1.38208,1.72494,0.87548,0.77225,0.84742,0.49364,0.92878,2.35883,1.02141,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4248.63,1.37458,1.36052,1.71889,0.87439,0.80403,0.85971,0.46783,0.97188,1.52184,1.04911,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4346.31,1.37559,1.34681,1.71638,0.85629,0.77004,0.84565,0.48938,0.92676,2.73773,1.02679,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4445.69,1.3709,1.33941,1.71637,0.84399,0.82524,0.86163,0.4945,0.92262,1.48817,1.02031,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4542.49,1.35663,1.31836,1.69396,0.84378,0.79532,0.8509,0.5163,0.87879,2.01257,0.98629,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4643.51,1.3526,1.30884,1.70341,0.85814,0.79343,0.85051,0.5105,0.88214,1.68638,0.99446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,4740.41,1.35798,1.315,1.70686,0.8768,0.79916,0.85633,0.50591,0.90546,1.42004,1.00967,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,4837.03,1.34982,1.30854,1.69336,0.86147,0.80297,0.86541,0.51183,0.89849,1.74452,1.0006,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,4933.75,1.34278,1.30268,1.69164,0.85037,0.81568,0.87505,0.52079,0.90556,1.35909,0.99647,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5033.86,1.32797,1.29245,1.68876,0.8664,0.79979,0.86501,0.50736,0.91761,1.60736,1.00814,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5128.14,1.33312,1.27066,1.68667,0.85837,0.79611,0.8667,0.52376,0.87712,1.41908,0.98483,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5229.49,1.32887,1.27695,1.68394,0.88919,0.79661,0.87367,0.53257,0.87206,1.75363,0.97486,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5328.46,1.32638,1.26419,1.67879,0.84889,0.81526,0.87224,0.52778,0.86548,1.55667,0.97333,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5425.17,1.32456,1.25825,1.67218,0.85392,0.81674,0.87264,0.52162,0.88957,1.69251,0.99319,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5523.55,1.32608,1.25535,1.67261,0.87241,0.80508,0.87048,0.5185,0.90109,1.59621,0.99947,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5620.43,1.31409,1.22632,1.65798,0.87293,0.79449,0.87103,0.50997,0.91896,1.30908,0.99791,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,5719.55,1.30847,1.22133,1.66265,0.86447,0.80403,0.86668,0.52546,0.89164,1.32933,0.9896,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,5814.48,1.30485,1.21377,1.65438,0.86883,0.82795,0.87705,0.53082,0.88307,1.57279,0.98265,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,5915.27,1.30819,1.21379,1.65807,0.87045,0.81144,0.87007,0.53215,0.87363,2.05903,0.98866,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6012.57,1.29934,1.21357,1.64201,0.86332,0.8125,0.8735,0.53431,0.86295,1.10678,0.97345,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6107.77,1.29304,1.2083,1.64876,0.8636,0.80485,0.87297,0.53358,0.86379,0.98155,0.97293,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6205.69,1.29225,1.18853,1.64234,0.87913,0.8013,0.87447,0.53093,0.87652,0.97304,0.98528,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6303.47,1.30146,1.20129,1.64765,0.85761,0.81031,0.87567,0.54403,0.83748,1.261,0.95569,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6401.09,1.28068,1.17394,1.63445,0.86152,0.81717,0.87708,0.5352,0.8545,1.39215,0.97066,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6498.11,1.28501,1.17724,1.63407,0.87853,0.81038,0.88018,0.54353,0.85508,1.5581,0.97346,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,6599.53,1.27789,1.16732,1.63055,0.86389,0.81568,0.87611,0.53687,0.856,1.52995,0.96888,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,6694.96,1.26956,1.15846,1.62382,0.8816,0.79667,0.87784,0.5411,0.8539,1.32575,0.96478,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,6784.41,1.25922,1.14808,1.61571,0.86168,0.84469,0.87969,0.54293,0.84121,1.42078,0.96236,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,6864.26,1.26351,1.13298,1.62337,0.88354,0.81462,0.87837,0.54017,0.84838,1.32478,0.96272,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,6943.14,1.25292,1.13124,1.6044,0.8715,0.81903,0.87473,0.54395,0.84582,1.27638,0.95728,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7022.43,1.25045,1.12455,1.60733,0.89824,0.81038,0.88128,0.54804,0.8446,1.41163,0.95752,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7102.49,1.25201,1.11354,1.6077,0.86226,0.83555,0.88162,0.54071,0.86218,1.10493,0.97264,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7179.66,1.25336,1.10389,1.60986,0.8781,0.83369,0.88117,0.54338,0.84221,1.09248,0.95864,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7259.88,1.2474,1.10476,1.60575,0.87608,0.81886,0.8804,0.54517,0.84668,1.09026,0.9539,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7339.43,1.23446,1.10245,1.59645,0.87743,0.83898,0.88932,0.55636,0.82719,1.16082,0.94711,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,7397.35,1.23178,1.09341,1.58824,0.87754,0.82741,0.88291,0.55614,0.83315,1.2715,0.94926,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,7450.42,1.22655,1.08724,1.58583,0.88696,0.8312,0.88191,0.54748,0.83907,1.29437,0.95243,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,7503.62,1.22317,1.07952,1.58309,0.87473,0.83263,0.88693,0.54721,0.84532,1.2513,0.95971,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,7556.81,1.2264,1.07909,1.59172,0.86572,0.83051,0.885,0.55294,0.83395,1.40938,0.95034,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,7609.97,1.21256,1.05531,1.57353,0.88048,0.8272,0.88223,0.55388,0.83463,1.59101,0.94606,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,7663.12,1.21936,1.05764,1.57221,0.87714,0.83369,0.88676,0.55757,0.82278,1.48861,0.94215,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,7716.64,1.21562,1.05616,1.57319,0.8772,0.83792,0.88774,0.55603,0.81256,1.46747,0.93292,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,7769.82,1.2088,1.03994,1.56032,0.88147,0.83504,0.88695,0.55551,0.81293,1.43735,0.93047,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,7823.06,1.21327,1.04688,1.56465,0.88647,0.82945,0.88435,0.55787,0.80793,1.28717,0.93171,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,7876.55,1.19832,1.02802,1.55984,0.88005,0.83163,0.8845,0.55918,0.81052,1.2231,0.93374,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,7929.92,1.19857,1.03346,1.55693,0.87806,0.83475,0.88421,0.56002,0.81286,1.127,0.93717,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,7983.41,1.19206,1.02953,1.55162,0.89793,0.81886,0.88633,0.5645,0.81,1.13365,0.93612,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,8036.94,1.19765,1.01663,1.54967,0.88721,0.83323,0.88483,0.56072,0.81038,1.06564,0.93493,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8090.31,1.19441,1.02455,1.55888,0.89175,0.83777,0.89093,0.56386,0.80709,1.16624,0.9316,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,8144.09,0.94837,0.57338,1.40718,0.88953,0.83594,0.88957,0.5583,0.81951,1.16379,0.94297,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,8196.93,0.92474,0.53338,1.37948,0.89274,0.83581,0.89185,0.55956,0.81938,1.02337,0.94433,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,8250.27,0.91258,0.52223,1.37333,0.89399,0.83976,0.89072,0.55776,0.82185,1.01247,0.94524,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,8303.39,0.90562,0.5046,1.36451,0.88962,0.83898,0.89464,0.55719,0.82202,0.97499,0.94458,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,8356.59,0.8941,0.50778,1.36324,0.89098,0.83051,0.8897,0.56001,0.81683,0.90048,0.94211,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,8409.63,0.88476,0.49544,1.34469,0.89043,0.84367,0.89175,0.56032,0.81529,0.86552,0.93847,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,8462.75,0.88242,0.48521,1.33968,0.89674,0.82791,0.88983,0.56006,0.81566,0.83862,0.93687,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,8515.83,0.88514,0.48613,1.33868,0.9034,0.82227,0.89059,0.56077,0.81447,0.83946,0.93553,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,8568.89,0.86742,0.47248,1.32629,0.90483,0.81886,0.89082,0.55964,0.8127,0.85672,0.93375,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,8621.85,0.86986,0.4711,1.32989,0.8971,0.83051,0.88959,0.55892,0.81318,0.86225,0.93438,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
