epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
89,9800.13,1.36709,1.36009,1.6945,0.87012,0.78496,0.85889,0.52654,0.87967,2.08747,0.98192,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,9909.54,1.36414,1.36226,1.7031,0.86518,0.79237,0.86526,0.52287,0.89057,2.09719,0.9902,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,10026.1,1.08718,0.83441,1.53502,0.87703,0.7857,0.85811,0.52637,0.87962,2.20686,0.98212,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,10133.4,1.06265,0.7658,1.5106,0.85672,0.79343,0.85748,0.52689,0.86482,2.21802,0.97371,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,10245.6,1.06078,0.74525,1.51566,0.85,0.80191,0.85394,0.52873,0.85777,2.06752,0.97375,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,10353.7,1.0541,0.72686,1.49874,0.86024,0.79131,0.85367,0.53062,0.85371,1.82922,0.97344,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,10463.1,1.03539,0.71636,1.49383,0.86281,0.79767,0.85775,0.53908,0.84372,1.60227,0.9679,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,10576.6,1.02697,0.70443,1.4725,0.86968,0.80191,0.85985,0.54056,0.83991,1.46064,0.96496,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,10679.2,1.03348,0.69473,1.47951,0.86685,0.80688,0.86069,0.5418,0.83877,1.38428,0.9643,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,10784.2,1.02727,0.69155,1.47218,0.86652,0.80614,0.8622,0.54186,0.83951,1.35812,0.96492,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,10899.2,1.00919,0.67603,1.4611,0.86748,0.80297,0.86099,0.54075,0.84225,1.33256,0.96392,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,10977.5,1.0154,0.67351,1.46781,0.86874,0.80191,0.85955,0.53851,0.84926,1.31181,0.97003,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
