epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,148.955,1.95154,2.58328,2.24824,0.43682,0.34838,0.30701,0.11335,1.34617,9.51897,1.41669,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586,0.00997758,0.00332586
2,262.38,1.76717,2.26462,2.07494,0.51287,0.42161,0.41606,0.17114,1.34258,13.556,1.46333,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327,0.0197798,0.00659327
3,369.041,1.81819,2.41792,2.15777,0.28609,0.29237,0.22418,0.08476,1.44663,60.3955,1.62667,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467,0.029384,0.00979467
4,472.921,1.85292,2.52403,2.1827,0.28008,0.19386,0.13502,0.04747,1.51685,44.5528,1.70451,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,578.298,1.80601,2.43695,2.15069,0.45135,0.38983,0.36313,0.13429,1.31587,54.0809,1.45732,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,682.146,1.74805,2.33077,2.09807,0.50043,0.44386,0.41139,0.15751,1.31268,13.4265,1.49149,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,782.902,1.73004,2.2479,2.08545,0.57568,0.47352,0.49543,0.19744,1.313,21.7628,1.46469,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
8,886.329,1.69993,2.20315,2.06311,0.58891,0.49364,0.50211,0.20269,1.34272,15.2461,1.46013,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
9,992.6,1.66666,2.13447,2.02452,0.67075,0.50931,0.56562,0.23412,1.23742,9.49291,1.37606,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
10,1092.72,1.65385,2.08523,2.02344,0.64459,0.5072,0.55731,0.24584,1.24681,6.36292,1.37162,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
11,1200.6,1.6303,2.0398,2.00844,0.66271,0.56674,0.59481,0.26971,1.18267,13.0173,1.3768,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1299.97,1.62445,1.99806,1.99413,0.71394,0.56356,0.60882,0.2408,1.34262,5.86557,1.48128,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1404.61,1.60264,1.97224,1.98076,0.76796,0.56446,0.63359,0.29561,1.24796,9.93611,1.36627,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1505.12,1.59238,1.93216,1.96909,0.7541,0.60064,0.66659,0.3178,1.12867,4.51422,1.28581,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1604.75,1.59103,1.89674,1.96893,0.68624,0.65466,0.67048,0.3209,1.1994,11.3107,1.30587,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,1705.75,1.56384,1.86759,1.94994,0.75429,0.62076,0.68849,0.31821,1.18758,6.1926,1.33783,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,1812.06,1.56369,1.84379,1.94955,0.79159,0.62768,0.69186,0.29654,1.28331,5.77055,1.44121,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,1915.76,1.55858,1.83988,1.94307,0.81231,0.64195,0.71264,0.33673,1.24322,3.73829,1.3694,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2017.69,1.5473,1.81379,1.93586,0.79655,0.63453,0.72353,0.33314,1.21676,5.2837,1.33595,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2122.2,1.52946,1.77365,1.92189,0.8146,0.65572,0.74037,0.34522,1.18493,6.34888,1.31995,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2224.04,1.53132,1.7722,1.92373,0.80137,0.64089,0.71481,0.33522,1.12147,5.83043,1.28544,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2328.23,1.52827,1.75743,1.9135,0.806,0.66019,0.73646,0.36175,1.20348,5.37665,1.31202,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,2432.5,1.50803,1.71862,1.89811,0.76992,0.6877,0.74226,0.37343,1.16151,5.05675,1.28125,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2533.23,1.50496,1.71005,1.90261,0.81159,0.66163,0.75313,0.37449,1.14119,5.22715,1.25726,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,2639.17,1.51163,1.72083,1.90501,0.83422,0.64501,0.75956,0.38317,1.07703,4.9562,1.20723,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,2740.41,1.49293,1.68653,1.88649,0.81604,0.68008,0.77374,0.3746,1.10889,4.83817,1.21973,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,2844.88,1.50655,1.681,1.88611,0.81069,0.71398,0.77048,0.38347,1.09961,3.27902,1.23879,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,2946.4,1.48758,1.65385,1.88133,0.83933,0.65678,0.77309,0.39733,1.05257,4.59558,1.20604,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3047.1,1.49005,1.64172,1.88072,0.81648,0.69492,0.77361,0.40852,1.03974,3.48372,1.17861,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3148.05,1.48361,1.61738,1.87254,0.85117,0.69703,0.77919,0.4168,1.059,2.86429,1.18588,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3248.3,1.46929,1.61785,1.86543,0.83824,0.73556,0.80378,0.44428,1.00912,2.40411,1.14471,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
32,3352.78,1.47278,1.61669,1.87647,0.82956,0.73093,0.80155,0.41863,1.01195,2.72058,1.18072,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
33,3459.21,1.4667,1.59407,1.86044,0.83271,0.73199,0.80371,0.41409,1.07593,3.05706,1.20911,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
34,3563.78,1.45799,1.58869,1.85362,0.81492,0.72764,0.79704,0.41137,1.04588,3.73382,1.19078,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
35,3668.4,1.45354,1.57774,1.84231,0.85445,0.70127,0.79546,0.40068,1.04965,3.26202,1.1722,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
36,3770.33,1.45058,1.54907,1.84255,0.82779,0.73199,0.80436,0.42419,1.03835,3.69597,1.17412,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
37,3874.57,1.44458,1.55635,1.84111,0.81902,0.76907,0.82617,0.44586,0.99419,3.46684,1.14385,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
38,3976.14,1.44433,1.53841,1.83589,0.80658,0.76423,0.80559,0.43789,0.96157,4.71025,1.11475,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
39,4079.65,1.44683,1.54339,1.84736,0.83326,0.72526,0.81342,0.44084,0.9907,2.41151,1.13228,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
40,4184.41,1.43575,1.52865,1.83381,0.81964,0.76064,0.81979,0.44508,0.98338,4.5358,1.12545,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
41,4288.67,1.42055,1.50312,1.82633,0.85081,0.73096,0.81722,0.43987,1.02884,2.16291,1.16031,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
42,4391.65,1.43619,1.51253,1.82713,0.83114,0.74682,0.80886,0.44654,0.9803,3.61378,1.1351,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
43,4494.31,1.41465,1.50007,1.81893,0.80192,0.75212,0.80491,0.43888,0.99568,2.86029,1.13491,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
44,4597.2,1.41829,1.48188,1.81489,0.83944,0.75873,0.81779,0.43111,0.99728,3.23629,1.13877,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
45,4701.62,1.41627,1.4793,1.82218,0.85071,0.74788,0.82497,0.44897,0.9866,2.50895,1.13446,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
46,4806.12,1.41078,1.46337,1.80896,0.84924,0.76379,0.83192,0.46554,0.95576,2.75426,1.12213,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
47,4910.03,1.39779,1.45623,1.80879,0.87369,0.76203,0.8387,0.46602,0.95513,2.20156,1.11796,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
48,5015.23,1.40067,1.46024,1.80622,0.84399,0.76907,0.83144,0.46447,0.94437,1.76401,1.11258,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
49,5121.3,1.39343,1.44366,1.79703,0.82102,0.77752,0.83613,0.47094,0.95513,2.41217,1.11223,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5226.7,1.3957,1.43766,1.80107,0.85435,0.78284,0.84325,0.47369,0.96758,2.26965,1.11706,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5330.54,1.38258,1.42569,1.79461,0.84769,0.78416,0.85171,0.45481,1.00132,2.01822,1.14921,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5433.91,1.38444,1.4075,1.79442,0.84928,0.78708,0.85311,0.47552,0.98599,2.16021,1.13164,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5537.45,1.37621,1.41098,1.78797,0.86834,0.79649,0.85163,0.49207,0.90747,1.79292,1.08008,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5641.05,1.37759,1.41014,1.78336,0.84737,0.78284,0.8377,0.47964,0.94502,2.60745,1.09313,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5746.68,1.37664,1.40044,1.78026,0.85953,0.79555,0.85673,0.49324,0.93508,1.76115,1.08537,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5847.39,1.3786,1.40039,1.78199,0.87055,0.78602,0.85673,0.48337,0.95089,2.72837,1.10125,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5953.08,1.36416,1.37815,1.76696,0.85989,0.78017,0.85264,0.48853,0.92525,2.51051,1.08868,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,6058.73,1.36335,1.36787,1.78099,0.85827,0.78919,0.85903,0.49929,0.92839,2.1251,1.07393,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,6159.97,1.35499,1.35254,1.76217,0.8559,0.78814,0.85611,0.48908,0.92855,2.32355,1.08034,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6262.83,1.36123,1.35532,1.7674,0.85793,0.8125,0.85887,0.51077,0.89869,2.45669,1.06482,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6363.99,1.35515,1.34791,1.75615,0.86038,0.81886,0.86607,0.51315,0.9201,1.82094,1.07913,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6463.81,1.35016,1.34882,1.76486,0.87084,0.81144,0.87415,0.51576,0.91286,1.77727,1.07498,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6567.3,1.3466,1.32488,1.75274,0.86381,0.80626,0.86855,0.51427,0.90264,2.01888,1.06766,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6670.49,1.35283,1.34527,1.75377,0.84911,0.8167,0.86793,0.50796,0.91383,1.90667,1.06376,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6773.8,1.33968,1.31674,1.74706,0.8595,0.80359,0.86499,0.50788,0.91419,1.98118,1.07074,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6877.01,1.34337,1.32522,1.74527,0.85699,0.80508,0.85878,0.51142,0.89434,1.84484,1.05984,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,6979.95,1.33926,1.30538,1.74841,0.85607,0.80019,0.85901,0.50381,0.90529,1.96853,1.07287,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,7082.96,1.32895,1.30091,1.74058,0.86122,0.81515,0.87335,0.51322,0.89928,1.7272,1.06179,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,7185.67,1.3149,1.28926,1.7276,0.85611,0.82097,0.86901,0.50861,0.89434,1.80945,1.05651,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,7289.56,1.32291,1.28712,1.73832,0.84199,0.83051,0.86724,0.51546,0.88298,1.68481,1.0551,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,7395.22,1.31236,1.27394,1.72269,0.85792,0.81886,0.86901,0.52157,0.86824,1.91742,1.03622,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7495.26,1.31453,1.2703,1.72658,0.84826,0.81886,0.86916,0.52947,0.8569,1.91168,1.03318,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7597.6,1.31144,1.26577,1.72352,0.86969,0.81303,0.86722,0.5221,0.87307,2.06935,1.04783,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7701.75,1.31534,1.26475,1.72844,0.86254,0.81097,0.8616,0.52808,0.86501,2.2507,1.04491,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7801.9,1.30663,1.25092,1.72527,0.87164,0.82722,0.87139,0.5268,0.86565,1.46508,1.04066,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7903.85,1.29776,1.25052,1.71586,0.88448,0.81107,0.87389,0.52741,0.86447,1.68239,1.0377,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,8005.95,1.29358,1.23662,1.70953,0.88581,0.8178,0.87735,0.5288,0.868,1.88632,1.04444,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,8107.69,1.28513,1.23264,1.70122,0.86162,0.81356,0.87292,0.52903,0.854,1.81269,1.04265,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,8209.51,1.29377,1.21907,1.70458,0.86735,0.83051,0.87731,0.5296,0.86475,1.81932,1.03939,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,8309.31,1.29661,1.23046,1.71743,0.85463,0.83455,0.87338,0.53071,0.85942,1.70333,1.03766,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,8411.33,1.27893,1.20845,1.70334,0.84889,0.83911,0.87675,0.53253,0.85905,1.97731,1.03883,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,8511.16,1.28426,1.20989,1.69805,0.84985,0.83938,0.8766,0.53446,0.85362,1.98619,1.03296,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8616.98,1.27767,1.20782,1.69329,0.86187,0.8411,0.87969,0.53943,0.85596,1.76734,1.02549,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8716.63,1.27157,1.19769,1.683,0.87342,0.83157,0.88154,0.54049,0.8535,1.761,1.02213,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8822.29,1.27843,1.20231,1.6851,0.8631,0.84216,0.88313,0.5433,0.84868,1.887,1.02081,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8926.85,inf,1.1688,1.67971,0.8845,0.8193,0.88266,0.54316,0.84669,1.78191,1.0211,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,9031.71,1.2657,1.18683,1.673,0.88334,0.82203,0.88503,0.54646,0.8438,1.58878,1.01518,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,9132.06,1.26183,1.17854,1.67722,0.87624,0.83686,0.88542,0.55174,0.8357,1.56337,1.01235,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,9234.47,1.26425,1.1785,1.67092,0.87993,0.83844,0.88303,0.54808,0.83843,1.60306,1.01287,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
